top1,hits_at_1,hits_at_3,hits_at_5,hit_at_1,precision_at_3,precision_at_5,mrr,best_hit_rank,miss_as_top1,family,dataset,task,kind,method,seed,fold,n_hit_candidates,recall_at_1,recall_at_3,recall_at_5
mixing::neighbor_fraction__T cell__to__T cell,1,3,5,1,1.0,1.0,1.0,1.0,False,density_mixing,bc_jackson2020,motif_cd8_tumor_contact,spatial,lasso,2,3,408,1.0,1.0,1.0
mixing::neighbor_fraction__T cell__to__T cell,1,3,5,1,1.0,1.0,1.0,1.0,False,density_mixing,bc_jackson2020,motif_cd8_tumor_contact,spatial,lasso,2,4,408,1.0,1.0,1.0
mixing::neighbor_fraction__T & B cells__to__Tumor (CK lo HR hi p53+),1,3,5,1,1.0,1.0,1.0,1.0,False,density_mixing,bc_jackson2020,motif_cd8_tumor_contact,spatial,shap,0,0,408,1.0,1.0,1.0
mixing::neighbor_fraction__T cell__to__T cell,1,3,5,1,1.0,1.0,1.0,1.0,False,density_mixing,bc_jackson2020,motif_cd8_tumor_contact,spatial,shap,0,1,408,1.0,1.0,1.0
mixing::neighbor_fraction__T cell__to__T cell,1,3,5,1,1.0,1.0,1.0,1.0,False,density_mixing,bc_jackson2020,motif_cd8_tumor_contact,spatial,shap,0,2,408,1.0,1.0,1.0
mixing::neighbor_fraction__T cell__to__Stromal cells,1,3,5,1,1.0,1.0,1.0,1.0,False,density_mixing,bc_jackson2020,motif_cd8_tumor_contact,spatial,shap,0,3,408,1.0,1.0,1.0
mixing::neighbor_fraction__T cell__to__T cell,1,3,5,1,1.0,1.0,1.0,1.0,False,density_mixing,bc_jackson2020,motif_cd8_tumor_contact,spatial,shap,0,4,408,1.0,1.0,1.0
mixing::neighbor_fraction__T cell__to__T cell,1,3,5,1,1.0,1.0,1.0,1.0,False,density_mixing,bc_jackson2020,motif_cd8_tumor_contact,spatial,shap,1,0,408,1.0,1.0,1.0
mixing::neighbor_fraction__T cell__to__T cell,1,3,4,1,1.0,0.8,1.0,1.0,False,density_mixing,bc_jackson2020,motif_cd8_tumor_contact,spatial,shap,1,1,408,1.0,1.0,0.8
mixing::neighbor_fraction__T cell__to__T cell,1,3,5,1,1.0,1.0,1.0,1.0,False,density_mixing,bc_jackson2020,motif_cd8_tumor_contact,spatial,shap,1,2,408,1.0,1.0,1.0
mixing::local_mixing_std,1,3,5,1,1.0,1.0,1.0,1.0,False,density_mixing,bc_jackson2020,motif_cd8_tumor_contact,spatial,shap,1,3,408,1.0,1.0,1.0
mixing::neighbor_fraction__T cell__to__T cell,1,3,5,1,1.0,1.0,1.0,1.0,False,density_mixing,bc_jackson2020,motif_cd8_tumor_contact,spatial,shap,1,4,408,1.0,1.0,1.0
mixing::neighbor_fraction__T cell__to__T cell,1,3,5,1,1.0,1.0,1.0,1.0,False,density_mixing,bc_jackson2020,motif_cd8_tumor_contact,spatial,shap,2,0,408,1.0,1.0,1.0
mixing::neighbor_fraction__T cell__to__T cell,1,3,5,1,1.0,1.0,1.0,1.0,False,density_mixing,bc_jackson2020,motif_cd8_tumor_contact,spatial,shap,2,1,408,1.0,1.0,1.0
mixing::neighbor_fraction__T cell__to__T cell,1,3,5,1,1.0,1.0,1.0,1.0,False,density_mixing,bc_jackson2020,motif_cd8_tumor_contact,spatial,shap,2,2,408,1.0,1.0,1.0
mixing::neighbor_fraction__T cell__to__T cell,1,3,5,1,1.0,1.0,1.0,1.0,False,density_mixing,bc_jackson2020,motif_cd8_tumor_contact,spatial,shap,2,3,408,1.0,1.0,1.0
mixing::neighbor_fraction__T cell__to__T cell,1,3,5,1,1.0,1.0,1.0,1.0,False,density_mixing,bc_jackson2020,motif_cd8_tumor_contact,spatial,shap,2,4,408,1.0,1.0,1.0
mixing::neighbor_fraction__Macrophage__to__Stromal cells,1,3,5,1,1.0,1.0,1.0,1.0,False,density_mixing,bc_jackson2020,motif_macrophage_tumor_niche,spatial,lasso,0,0,407,1.0,1.0,1.0
mixing::neighbor_fraction__Macrophage__to__Stromal cells,1,3,5,1,1.0,1.0,1.0,1.0,False,density_mixing,bc_jackson2020,motif_macrophage_tumor_niche,spatial,lasso,0,1,407,1.0,1.0,1.0
mixing::neighbor_fraction__Macrophage__to__Stromal cells,1,3,5,1,1.0,1.0,1.0,1.0,False,density_mixing,bc_jackson2020,motif_macrophage_tumor_niche,spatial,lasso,0,2,407,1.0,1.0,1.0
mixing::neighbor_fraction__Macrophage__to__Stromal cells,1,3,4,1,1.0,0.8,1.0,1.0,False,density_mixing,bc_jackson2020,motif_macrophage_tumor_niche,spatial,lasso,0,3,407,1.0,1.0,0.8
mixing::neighbor_fraction__Macrophage__to__Stromal cells,1,3,5,1,1.0,1.0,1.0,1.0,False,density_mixing,bc_jackson2020,motif_macrophage_tumor_niche,spatial,lasso,0,4,407,1.0,1.0,1.0
mixing::neighbor_fraction__Macrophage__to__Stromal cells,1,3,5,1,1.0,1.0,1.0,1.0,False,density_mixing,bc_jackson2020,motif_macrophage_tumor_niche,spatial,lasso,1,0,407,1.0,1.0,1.0
mixing::neighbor_fraction__Macrophage__to__Stromal cells,1,3,5,1,1.0,1.0,1.0,1.0,False,density_mixing,bc_jackson2020,motif_macrophage_tumor_niche,spatial,lasso,1,1,407,1.0,1.0,1.0
mixing::neighbor_fraction__Macrophage__to__Stromal cells,1,3,5,1,1.0,1.0,1.0,1.0,False,density_mixing,bc_jackson2020,motif_macrophage_tumor_niche,spatial,lasso,1,2,407,1.0,1.0,1.0
mixing::neighbor_fraction__Macrophage__to__Stromal cells,1,2,4,1,0.6666666666666666,0.8,1.0,1.0,False,density_mixing,bc_jackson2020,motif_macrophage_tumor_niche,spatial,lasso,1,3,407,1.0,0.6666666666666666,0.8
mixing::neighbor_fraction__Macrophage__to__Stromal cells,1,3,5,1,1.0,1.0,1.0,1.0,False,density_mixing,bc_jackson2020,motif_macrophage_tumor_niche,spatial,lasso,1,4,407,1.0,1.0,1.0
mixing::neighbor_fraction__Macrophage__to__Stromal cells,1,3,5,1,1.0,1.0,1.0,1.0,False,density_mixing,bc_jackson2020,motif_macrophage_tumor_niche,spatial,lasso,2,0,407,1.0,1.0,1.0
mixing::neighbor_fraction__Macrophage__to__Stromal cells,1,3,5,1,1.0,1.0,1.0,1.0,False,density_mixing,bc_jackson2020,motif_macrophage_tumor_niche,spatial,lasso,2,1,407,1.0,1.0,1.0
mixing::neighbor_fraction__Macrophage__to__Stromal cells,1,3,5,1,1.0,1.0,1.0,1.0,False,density_mixing,bc_jackson2020,motif_macrophage_tumor_niche,spatial,lasso,2,2,407,1.0,1.0,1.0
mixing::neighbor_fraction__Macrophage__to__Stromal cells,1,2,4,1,0.6666666666666666,0.8,1.0,1.0,False,density_mixing,bc_jackson2020,motif_macrophage_tumor_niche,spatial,lasso,2,3,407,1.0,0.6666666666666666,0.8
mixing::neighbor_fraction__Macrophage__to__Stromal cells,1,3,5,1,1.0,1.0,1.0,1.0,False,density_mixing,bc_jackson2020,motif_macrophage_tumor_niche,spatial,lasso,2,4,407,1.0,1.0,1.0
mixing::neighbor_fraction__Macrophage__to__Stromal cells,1,3,5,1,1.0,1.0,1.0,1.0,False,density_mixing,bc_jackson2020,motif_macrophage_tumor_niche,spatial,shap,0,0,407,1.0,1.0,1.0
mixing::neighbor_fraction__Macrophage__to__Stromal cells,1,3,5,1,1.0,1.0,1.0,1.0,False,density_mixing,bc_jackson2020,motif_macrophage_tumor_niche,spatial,shap,0,1,407,1.0,1.0,1.0
mixing::neighbor_fraction__Endothelial__to__Tumor (CK lo HR hi p53+),1,3,5,1,1.0,1.0,1.0,1.0,False,density_mixing,bc_jackson2020,motif_macrophage_tumor_niche,spatial,shap,0,2,407,1.0,1.0,1.0
mixing::neighbor_fraction__Macrophage__to__Stromal cells,1,2,4,1,0.6666666666666666,0.8,1.0,1.0,False,density_mixing,bc_jackson2020,motif_macrophage_tumor_niche,spatial,shap,0,3,407,1.0,0.6666666666666666,0.8
mixing::neighbor_fraction__Macrophage__to__Stromal cells,1,3,5,1,1.0,1.0,1.0,1.0,False,density_mixing,bc_jackson2020,motif_macrophage_tumor_niche,spatial,shap,0,4,407,1.0,1.0,1.0
mixing::neighbor_fraction__Macrophage__to__Stromal cells,1,3,5,1,1.0,1.0,1.0,1.0,False,density_mixing,bc_jackson2020,motif_macrophage_tumor_niche,spatial,shap,1,0,407,1.0,1.0,1.0
mixing::neighbor_fraction__Macrophage__to__Stromal cells,1,3,5,1,1.0,1.0,1.0,1.0,False,density_mixing,bc_jackson2020,motif_macrophage_tumor_niche,spatial,shap,1,1,407,1.0,1.0,1.0
mixing::neighbor_fraction__Macrophage__to__Stromal cells,1,3,5,1,1.0,1.0,1.0,1.0,False,density_mixing,bc_jackson2020,motif_macrophage_tumor_niche,spatial,shap,1,2,407,1.0,1.0,1.0
mixing::neighbor_fraction__Macrophage__to__Stromal cells,1,3,4,1,1.0,0.8,1.0,1.0,False,density_mixing,bc_jackson2020,motif_macrophage_tumor_niche,spatial,shap,1,3,407,1.0,1.0,0.8
mixing::neighbor_fraction__Macrophage__to__T cell,1,3,5,1,1.0,1.0,1.0,1.0,False,density_mixing,bc_jackson2020,motif_macrophage_tumor_niche,spatial,shap,1,4,407,1.0,1.0,1.0
mixing::neighbor_fraction__Endothelial__to__Tumor (CK lo HR hi p53+),1,3,5,1,1.0,1.0,1.0,1.0,False,density_mixing,bc_jackson2020,motif_macrophage_tumor_niche,spatial,shap,2,0,407,1.0,1.0,1.0
mixing::neighbor_fraction__Macrophage__to__Stromal cells,1,3,5,1,1.0,1.0,1.0,1.0,False,density_mixing,bc_jackson2020,motif_macrophage_tumor_niche,spatial,shap,2,1,407,1.0,1.0,1.0
mixing::neighbor_fraction__Macrophage__to__Stromal cells,1,2,4,1,0.6666666666666666,0.8,1.0,1.0,False,density_mixing,bc_jackson2020,motif_macrophage_tumor_niche,spatial,shap,2,2,407,1.0,0.6666666666666666,0.8
mixing::neighbor_fraction__Macrophage__to__Stromal cells,1,3,5,1,1.0,1.0,1.0,1.0,False,density_mixing,bc_jackson2020,motif_macrophage_tumor_niche,spatial,shap,2,3,407,1.0,1.0,1.0
mixing::neighbor_fraction__Macrophage__to__Stromal cells,1,3,5,1,1.0,1.0,1.0,1.0,False,density_mixing,bc_jackson2020,motif_macrophage_tumor_niche,spatial,shap,2,4,407,1.0,1.0,1.0
mixing::neighbor_fraction__T cell__to__T cell,1,3,5,1,1.0,1.0,1.0,1.0,False,density_mixing,bc_jackson2020,motif_t_tumor_mixing,spatial,lasso,0,0,407,1.0,1.0,1.0
mixing::neighbor_fraction__T cell__to__T cell,1,3,5,1,1.0,1.0,1.0,1.0,False,density_mixing,bc_jackson2020,motif_t_tumor_mixing,spatial,lasso,0,1,407,1.0,1.0,1.0
mixing::neighbor_fraction__T cell__to__T cell,1,3,5,1,1.0,1.0,1.0,1.0,False,density_mixing,bc_jackson2020,motif_t_tumor_mixing,spatial,lasso,0,2,407,1.0,1.0,1.0
mixing::neighbor_fraction__T cell__to__T cell,1,3,5,1,1.0,1.0,1.0,1.0,False,density_mixing,bc_jackson2020,motif_t_tumor_mixing,spatial,lasso,0,3,407,1.0,1.0,1.0
mixing::neighbor_fraction__T cell__to__T cell,1,3,5,1,1.0,1.0,1.0,1.0,False,density_mixing,bc_jackson2020,motif_t_tumor_mixing,spatial,lasso,0,4,407,1.0,1.0,1.0
mixing::neighbor_fraction__T cell__to__T cell,1,3,5,1,1.0,1.0,1.0,1.0,False,density_mixing,bc_jackson2020,motif_t_tumor_mixing,spatial,lasso,1,0,407,1.0,1.0,1.0
mixing::neighbor_fraction__T cell__to__T cell,1,3,5,1,1.0,1.0,1.0,1.0,False,density_mixing,bc_jackson2020,motif_t_tumor_mixing,spatial,lasso,1,1,407,1.0,1.0,1.0
mixing::neighbor_fraction__T cell__to__T cell,1,3,5,1,1.0,1.0,1.0,1.0,False,density_mixing,bc_jackson2020,motif_t_tumor_mixing,spatial,lasso,1,2,407,1.0,1.0,1.0
mixing::neighbor_fraction__T cell__to__T cell,1,3,5,1,1.0,1.0,1.0,1.0,False,density_mixing,bc_jackson2020,motif_t_tumor_mixing,spatial,lasso,1,3,407,1.0,1.0,1.0
mixing::neighbor_fraction__T cell__to__T cell,1,3,5,1,1.0,1.0,1.0,1.0,False,density_mixing,bc_jackson2020,motif_t_tumor_mixing,spatial,lasso,1,4,407,1.0,1.0,1.0
mixing::neighbor_fraction__T cell__to__T cell,1,3,5,1,1.0,1.0,1.0,1.0,False,density_mixing,bc_jackson2020,motif_t_tumor_mixing,spatial,lasso,2,0,407,1.0,1.0,1.0
mixing::neighbor_fraction__T cell__to__T cell,1,3,5,1,1.0,1.0,1.0,1.0,False,density_mixing,bc_jackson2020,motif_t_tumor_mixing,spatial,lasso,2,1,407,1.0,1.0,1.0
mixing::neighbor_fraction__T cell__to__T cell,1,3,5,1,1.0,1.0,1.0,1.0,False,density_mixing,bc_jackson2020,motif_t_tumor_mixing,spatial,lasso,2,2,407,1.0,1.0,1.0
mixing::neighbor_fraction__T cell__to__T cell,1,3,5,1,1.0,1.0,1.0,1.0,False,density_mixing,bc_jackson2020,motif_t_tumor_mixing,spatial,lasso,2,3,407,1.0,1.0,1.0
mixing::neighbor_fraction__T cell__to__T cell,1,3,5,1,1.0,1.0,1.0,1.0,False,density_mixing,bc_jackson2020,motif_t_tumor_mixing,spatial,lasso,2,4,407,1.0,1.0,1.0
mixing::neighbor_fraction__T cell__to__T cell,1,3,5,1,1.0,1.0,1.0,1.0,False,density_mixing,bc_jackson2020,motif_t_tumor_mixing,spatial,shap,0,0,407,1.0,1.0,1.0
mixing::neighbor_fraction__T cell__to__T cell,1,3,4,1,1.0,0.8,1.0,1.0,False,density_mixing,bc_jackson2020,motif_t_tumor_mixing,spatial,shap,0,1,407,1.0,1.0,0.8
mixing::neighbor_fraction__T cell__to__T cell,1,3,5,1,1.0,1.0,1.0,1.0,False,density_mixing,bc_jackson2020,motif_t_tumor_mixing,spatial,shap,0,2,407,1.0,1.0,1.0
mixing::shannon_entropy_global,1,3,5,1,1.0,1.0,1.0,1.0,False,density_mixing,bc_jackson2020,motif_t_tumor_mixing,spatial,shap,0,3,407,1.0,1.0,1.0
mixing::neighbor_fraction__T cell__to__T cell,1,3,5,1,1.0,1.0,1.0,1.0,False,density_mixing,bc_jackson2020,motif_t_tumor_mixing,spatial,shap,0,4,407,1.0,1.0,1.0
mixing::neighbor_fraction__T cell__to__T cell,1,3,5,1,1.0,1.0,1.0,1.0,False,density_mixing,bc_jackson2020,motif_t_tumor_mixing,spatial,shap,1,0,407,1.0,1.0,1.0
mixing::neighbor_fraction__T cell__to__T cell,1,3,5,1,1.0,1.0,1.0,1.0,False,density_mixing,bc_jackson2020,motif_t_tumor_mixing,spatial,shap,1,1,407,1.0,1.0,1.0
mixing::neighbor_fraction__T cell__to__T cell,1,3,5,1,1.0,1.0,1.0,1.0,False,density_mixing,bc_jackson2020,motif_t_tumor_mixing,spatial,shap,1,2,407,1.0,1.0,1.0
mixing::neighbor_fraction__T cell__to__Stromal cells,1,3,5,1,1.0,1.0,1.0,1.0,False,density_mixing,bc_jackson2020,motif_t_tumor_mixing,spatial,shap,1,3,407,1.0,1.0,1.0
mixing::neighbor_fraction__T cell__to__T cell,1,3,5,1,1.0,1.0,1.0,1.0,False,density_mixing,bc_jackson2020,motif_t_tumor_mixing,spatial,shap,1,4,407,1.0,1.0,1.0
mixing::neighbor_fraction__T cell__to__T cell,1,3,5,1,1.0,1.0,1.0,1.0,False,density_mixing,bc_jackson2020,motif_t_tumor_mixing,spatial,shap,2,0,407,1.0,1.0,1.0
mixing::neighbor_fraction__Endothelial__to__Tumor (CK lo HR hi p53+),1,3,5,1,1.0,1.0,1.0,1.0,False,density_mixing,bc_jackson2020,motif_t_tumor_mixing,spatial,shap,2,1,407,1.0,1.0,1.0
mixing::neighbor_fraction__T cell__to__T cell,1,3,5,1,1.0,1.0,1.0,1.0,False,density_mixing,bc_jackson2020,motif_t_tumor_mixing,spatial,shap,2,2,407,1.0,1.0,1.0
mixing::neighbor_fraction__T cell__to__T cell,1,3,5,1,1.0,1.0,1.0,1.0,False,density_mixing,bc_jackson2020,motif_t_tumor_mixing,spatial,shap,2,3,407,1.0,1.0,1.0
mixing::neighbor_fraction__T cell__to__T cell,1,3,5,1,1.0,1.0,1.0,1.0,False,density_mixing,bc_jackson2020,motif_t_tumor_mixing,spatial,shap,2,4,407,1.0,1.0,1.0
density::tumor_area_ratio,1,1,1,1,0.3333333333333333,0.2,1.0,1.0,False,density_mixing,bc_jackson2020,motif_tumor_high,control,lasso,0,0,15,1.0,0.3333333333333333,0.2
density::tumor_area_ratio,1,1,1,1,0.3333333333333333,0.2,1.0,1.0,False,density_mixing,bc_jackson2020,motif_tumor_high,control,lasso,0,1,15,1.0,0.3333333333333333,0.2
density::tumor_area_ratio,1,1,1,1,0.3333333333333333,0.2,1.0,1.0,False,density_mixing,bc_jackson2020,motif_tumor_high,control,lasso,0,2,15,1.0,0.3333333333333333,0.2
density::tumor_area_ratio,1,1,1,1,0.3333333333333333,0.2,1.0,1.0,False,density_mixing,bc_jackson2020,motif_tumor_high,control,lasso,0,3,15,1.0,0.3333333333333333,0.2
density::tumor_area_ratio,1,1,1,1,0.3333333333333333,0.2,1.0,1.0,False,density_mixing,bc_jackson2020,motif_tumor_high,control,lasso,0,4,15,1.0,0.3333333333333333,0.2
density::tumor_area_ratio,1,1,1,1,0.3333333333333333,0.2,1.0,1.0,False,density_mixing,bc_jackson2020,motif_tumor_high,control,lasso,1,0,15,1.0,0.3333333333333333,0.2
density::tumor_area_ratio,1,1,1,1,0.3333333333333333,0.2,1.0,1.0,False,density_mixing,bc_jackson2020,motif_tumor_high,control,lasso,1,1,15,1.0,0.3333333333333333,0.2
density::tumor_area_ratio,1,1,1,1,0.3333333333333333,0.2,1.0,1.0,False,density_mixing,bc_jackson2020,motif_tumor_high,control,lasso,1,2,15,1.0,0.3333333333333333,0.2
density::tumor_area_ratio,1,1,1,1,0.3333333333333333,0.2,1.0,1.0,False,density_mixing,bc_jackson2020,motif_tumor_high,control,lasso,1,3,15,1.0,0.3333333333333333,0.2
density::tumor_area_ratio,1,1,1,1,0.3333333333333333,0.2,1.0,1.0,False,density_mixing,bc_jackson2020,motif_tumor_high,control,lasso,1,4,15,1.0,0.3333333333333333,0.2
density::tumor_area_ratio,1,1,1,1,0.3333333333333333,0.2,1.0,1.0,False,density_mixing,bc_jackson2020,motif_tumor_high,control,lasso,2,0,15,1.0,0.3333333333333333,0.2
density::tumor_area_ratio,1,1,1,1,0.3333333333333333,0.2,1.0,1.0,False,density_mixing,bc_jackson2020,motif_tumor_high,control,lasso,2,1,15,1.0,0.3333333333333333,0.2
density::tumor_area_ratio,1,1,2,1,0.3333333333333333,0.4,1.0,1.0,False,density_mixing,bc_jackson2020,motif_tumor_high,control,lasso,2,2,15,1.0,0.3333333333333333,0.4
density::tumor_area_ratio,1,1,1,1,0.3333333333333333,0.2,1.0,1.0,False,density_mixing,bc_jackson2020,motif_tumor_high,control,lasso,2,3,15,1.0,0.3333333333333333,0.2
density::tumor_area_ratio,1,1,1,1,0.3333333333333333,0.2,1.0,1.0,False,density_mixing,bc_jackson2020,motif_tumor_high,control,lasso,2,4,15,1.0,0.3333333333333333,0.2
density::tumor_area_ratio,1,1,1,1,0.3333333333333333,0.2,1.0,1.0,False,density_mixing,bc_jackson2020,motif_tumor_high,control,shap,0,0,15,1.0,0.3333333333333333,0.2
density::tumor_area_ratio,1,1,1,1,0.3333333333333333,0.2,1.0,1.0,False,density_mixing,bc_jackson2020,motif_tumor_high,control,shap,0,1,15,1.0,0.3333333333333333,0.2
density::tumor_area_ratio,1,1,1,1,0.3333333333333333,0.2,1.0,1.0,False,density_mixing,bc_jackson2020,motif_tumor_high,control,shap,0,2,15,1.0,0.3333333333333333,0.2
density::tumor_area_ratio,1,1,1,1,0.3333333333333333,0.2,1.0,1.0,False,density_mixing,bc_jackson2020,motif_tumor_high,control,shap,0,3,15,1.0,0.3333333333333333,0.2
density::tumor_area_ratio,1,1,1,1,0.3333333333333333,0.2,1.0,1.0,False,density_mixing,bc_jackson2020,motif_tumor_high,control,shap,0,4,15,1.0,0.3333333333333333,0.2
density::tumor_area_ratio,1,1,1,1,0.3333333333333333,0.2,1.0,1.0,False,density_mixing,bc_jackson2020,motif_tumor_high,control,shap,1,0,15,1.0,0.3333333333333333,0.2
density::tumor_area_ratio,1,1,1,1,0.3333333333333333,0.2,1.0,1.0,False,density_mixing,bc_jackson2020,motif_tumor_high,control,shap,1,1,15,1.0,0.3333333333333333,0.2
density::tumor_area_ratio,1,1,1,1,0.3333333333333333,0.2,1.0,1.0,False,density_mixing,bc_jackson2020,motif_tumor_high,control,shap,1,2,15,1.0,0.3333333333333333,0.2
mixing::neighbor_fraction__Tumor (CK7+)__to__Tumor (p53+ EGFR+),0,1,1,0,0.3333333333333333,0.2,0.5,2.0,False,density_mixing,bc_jackson2020,motif_tumor_high,control,shap,1,3,15,0.0,0.3333333333333333,0.2
density::tumor_area_ratio,1,1,1,1,0.3333333333333333,0.2,1.0,1.0,False,density_mixing,bc_jackson2020,motif_tumor_high,control,shap,1,4,15,1.0,0.3333333333333333,0.2
density::tumor_area_ratio,1,1,1,1,0.3333333333333333,0.2,1.0,1.0,False,density_mixing,bc_jackson2020,motif_tumor_high,control,shap,2,0,15,1.0,0.3333333333333333,0.2
density::tumor_area_ratio,1,1,1,1,0.3333333333333333,0.2,1.0,1.0,False,density_mixing,bc_jackson2020,motif_tumor_high,control,shap,2,1,15,1.0,0.3333333333333333,0.2
density::tumor_area_ratio,1,1,1,1,0.3333333333333333,0.2,1.0,1.0,False,density_mixing,bc_jackson2020,motif_tumor_high,control,shap,2,2,15,1.0,0.3333333333333333,0.2
density::tumor_area_ratio,1,1,1,1,0.3333333333333333,0.2,1.0,1.0,False,density_mixing,bc_jackson2020,motif_tumor_high,control,shap,2,3,15,1.0,0.3333333333333333,0.2
density::tumor_area_ratio,1,1,1,1,0.3333333333333333,0.2,1.0,1.0,False,density_mixing,bc_jackson2020,motif_tumor_high,control,shap,2,4,15,1.0,0.3333333333333333,0.2
mixing::neighbor_fraction__HR+ CK7- Slug+__to__HRlow CKlow,0,0,0,0,0.0,0.0,0.0,,False,density_mixing,bc_metabric_ali2020,motif_interface_immune,spatial,lasso,0,0,4,0.0,0.0,0.0
mixing::neighbor_fraction__B cells__to__Basal CKlow,0,0,0,0,0.0,0.0,0.0,,False,density_mixing,bc_metabric_ali2020,motif_interface_immune,spatial,lasso,0,1,4,0.0,0.0,0.0
mixing::neighbor_fraction__B cells__to__Fibroblasts,0,0,0,0,0.0,0.0,0.0,,False,density_mixing,bc_metabric_ali2020,motif_interface_immune,spatial,lasso,0,2,4,0.0,0.0,0.0
mixing::neighbor_fraction__Vascular SMA+__to__T cells,0,0,0,0,0.0,0.0,0.0,,False,density_mixing,bc_metabric_ali2020,motif_interface_immune,spatial,lasso,0,3,4,0.0,0.0,0.0
mixing::neighbor_fraction__Vascular SMA+__to__T cells,0,0,0,0,0.0,0.0,0.0,,False,density_mixing,bc_metabric_ali2020,motif_interface_immune,spatial,lasso,0,4,4,0.0,0.0,0.0
mixing::neighbor_fraction__HER2+__to__HRlow CKlow,0,0,0,0,0.0,0.0,0.0,,False,density_mixing,bc_metabric_ali2020,motif_interface_immune,spatial,lasso,1,0,4,0.0,0.0,0.0
mixing::neighbor_fraction__HR+ CK7- Slug+__to__HRlow CKlow,0,0,0,0,0.0,0.0,0.0,,False,density_mixing,bc_metabric_ali2020,motif_interface_immune,spatial,lasso,1,1,4,0.0,0.0,0.0
mixing::neighbor_fraction__HR- CK7-__to__Macrophages Vim+ Slug+,0,0,0,0,0.0,0.0,0.0,,False,density_mixing,bc_metabric_ali2020,motif_interface_immune,spatial,lasso,1,2,4,0.0,0.0,0.0
mixing::neighbor_fraction__Basal CKlow__to__Myofibroblasts,0,0,0,0,0.0,0.0,0.0,,False,density_mixing,bc_metabric_ali2020,motif_interface_immune,spatial,lasso,1,3,4,0.0,0.0,0.0
mixing::neighbor_fraction__B cells__to__Basal CKlow,0,0,0,0,0.0,0.0,0.0,,False,density_mixing,bc_metabric_ali2020,motif_interface_immune,spatial,lasso,1,4,4,0.0,0.0,0.0
mixing::neighbor_fraction__Vascular SMA+__to__T cells,0,0,0,0,0.0,0.0,0.0,,False,density_mixing,bc_metabric_ali2020,motif_interface_immune,spatial,lasso,2,0,4,0.0,0.0,0.0
mixing::neighbor_fraction__Vascular SMA+__to__T cells,0,0,0,0,0.0,0.0,0.0,,False,density_mixing,bc_metabric_ali2020,motif_interface_immune,spatial,lasso,2,1,4,0.0,0.0,0.0
mixing::neighbor_fraction__HR- CK7-__to__Macrophages Vim+ Slug+,0,0,0,0,0.0,0.0,0.0,,False,density_mixing,bc_metabric_ali2020,motif_interface_immune,spatial,lasso,2,2,4,0.0,0.0,0.0
mixing::neighbor_fraction__Macrophages Vim+ Slug+__to__HR- CK7-,0,0,0,0,0.0,0.0,0.0,,False,density_mixing,bc_metabric_ali2020,motif_interface_immune,spatial,lasso,2,3,4,0.0,0.0,0.0
mixing::neighbor_fraction__HR+ CK7-__to__HRlow CKlow,0,0,0,0,0.0,0.0,0.0,,False,density_mixing,bc_metabric_ali2020,motif_interface_immune,spatial,lasso,2,4,4,0.0,0.0,0.0
mixing::neighbor_fraction__HR+ CK7-__to__HRlow CKlow,0,0,0,0,0.0,0.0,0.0,,False,density_mixing,bc_metabric_ali2020,motif_interface_immune,spatial,shap,0,0,4,0.0,0.0,0.0
mixing::neighbor_fraction__HR- CK7+__to__Macrophages Vim+ Slug+,0,0,0,0,0.0,0.0,0.0,,False,density_mixing,bc_metabric_ali2020,motif_interface_immune,spatial,shap,0,1,4,0.0,0.0,0.0
mixing::neighbor_fraction__Vascular SMA+__to__Hypoxia,0,0,0,0,0.0,0.0,0.0,,False,density_mixing,bc_metabric_ali2020,motif_interface_immune,spatial,shap,0,2,4,0.0,0.0,0.0
mixing::neighbor_fraction__B cells__to__Hypoxia,0,0,0,0,0.0,0.0,0.0,,False,density_mixing,bc_metabric_ali2020,motif_interface_immune,spatial,shap,0,3,4,0.0,0.0,0.0
mixing::neighbor_fraction__Hypoxia__to__B cells,0,0,0,0,0.0,0.0,0.0,,False,density_mixing,bc_metabric_ali2020,motif_interface_immune,spatial,shap,0,4,4,0.0,0.0,0.0
mixing::neighbor_fraction__HRlow CKlow__to__HR+ CK7-,0,0,0,0,0.0,0.0,0.0,,False,density_mixing,bc_metabric_ali2020,motif_interface_immune,spatial,shap,1,0,4,0.0,0.0,0.0
mixing::neighbor_fraction__Hypoxia__to__B cells,0,0,0,0,0.0,0.0,0.0,,False,density_mixing,bc_metabric_ali2020,motif_interface_immune,spatial,shap,1,1,4,0.0,0.0,0.0
mixing::neighbor_fraction__Myoepithelial__to__HR+ CK7- Ki67+,0,0,0,0,0.0,0.0,0.0,,False,density_mixing,bc_metabric_ali2020,motif_interface_immune,spatial,shap,1,2,4,0.0,0.0,0.0
mixing::neighbor_fraction__B cells__to__Hypoxia,0,0,0,0,0.0,0.0,0.0,,False,density_mixing,bc_metabric_ali2020,motif_interface_immune,spatial,shap,1,3,4,0.0,0.0,0.0
mixing::neighbor_fraction__HR- CK7-__to__Macrophages Vim+ Slug+,0,0,0,0,0.0,0.0,0.0,,False,density_mixing,bc_metabric_ali2020,motif_interface_immune,spatial,shap,1,4,4,0.0,0.0,0.0
mixing::neighbor_fraction__HR- Ki67+__to__Basal CKlow,0,0,0,0,0.0,0.0,0.0,,False,density_mixing,bc_metabric_ali2020,motif_interface_immune,spatial,shap,2,0,4,0.0,0.0,0.0
